ID;DATA;TEL;CPF;SOLICITANTE;DS_RECEITA;exame_de_imagem
300;09/12/2020;1100000300;12345670300;João;"USO  INTERNO ·	PRAIVA  400 MG - 7 COMP                  TOMAR 1 COMP VO NO  ALMOÇO ·	BRONDILAT 50 MG - 1 VD                   TOMAR  5 ML VO 2X AO DIA ";N�o
301;19/01/2020;1100000301;12345670301;Maria;SOLICITO: - HEMOGRAMA -GLICEMIA -UREIA -CREATININA -TGO, TGP, FA, GAMA GT -BILIRRUBINAS TOTAIS E FRAÇÕES -COAGULOGRAMA -COLESTEROL TOTAL E FRAÇOES, TRIGLICERÍDEOS -TSH, T4 LIVRE -FAN -FERRITINA VITAMINA A -1,25(OH) VITAMINA D -VITAMINA E -VITAMINA C -VITAMINA B12 ;N�o
302;27/07/2020;1100000302;12345670302;José; USO ORAL  ..........  AVIDE ..........  TOMAR 1 CP 8/8H POR 3 DIAS SE DIARRÉIA ONDIF 8MG ..........  COLOCAR UM FILME SOBRE A LÍNGUA, 8/8H SE NÁUSEAS DIPIRONA 1G OU PARACETAMOL 500MG ..........  TOMAR 1 CP 6/6H SE FEBRE OU DOR NO CORPO PODE-SE INTERCALAR UM MEDICAMENTO A CADA 3 HORAS, SE NECESSÁRIO IMPORTANTE: HIDRATAR-SE!!! ..........  BEBA, NO MÍNIMO, 3L DE ÁGUA AO DIA RETORNE, SE ALGUM DOS SINAIS DE ALARME ABAIXO: ..........  - SANGRAMENTO GENGIVAL EXPONTÂNEO - VÔMITOS QUE NÃO CESSAM COM MEDICAÇÃO - DOR ABDOMINAL INTENSA, SEM ALIVIO COM MEDICAÇÃO - FEBRE QUE NÃO CESSA COM MEDICAÇÃO - PETÉQUIAS PELO CORPO ;N�o
303;20/11/2020;1100000303;12345670303;Ana;Uso Oral 1. Prozac 20 mg -------------------------- 1 cx Tomar 1 cp ao dia.  2. Quetiapina 25 mg ----------------------- 2 cxs Tomar 2 cps a noite.  ;N�o
304;10/07/2020;1100000304;12345670304;Pedro;USO INTERNO ALIVIUM 100MG/ML DAR 28 GOTAS, VIA ORAL, DE 8/8 HORAS POR 3 A 5 DIAS LACTULONA  DAR 15 ML, VIA ORAL, 1 VEZ AO DIA ATÉ NORMALIZAR O HÁBITO INTESTINAL USO TOPICO BETAMETASONA POMADA OU CREME PASSAR UMA PEQUENA QUANTIDADE EM REGIÕES DE LESÕES 1-2X/DIA POR ATÉ 5 DIAS ;N�o
305;13/03/2020;1100000305;12345670305;Mariana;USO ORAL  1. CETOPROFENO 100 MG  TOMAR 1 CP DE 12/12H POR 3 DIAS  2. DIPIRONA 1 G  TOMAR 1 CP DE 6/6H SE DOR  3. PLASIL  TOMAR 1 CP DE 8/8H SE NAUSEA  ;N�o
306;12/03/2020;1100000306;12345670306;Carlos;USO ORAL  1) THIOCTACID 600MG ------------------------ USO CONTINUO     TOMAR 1CP EM JEJUM ;N�o
307;14/11/2020;1100000307;12345670307;Paula;USO ORAL CONTÍNUO  1) Regorafenibe (Stivarga) 40 mg  Tomar 2 cp VO por 21 dias e parar 1 semana.  2) Nausedron 8 mg (9 caixas) Tomar 1 cp VO 12/12h continuo   ;N�o
308;13/11/2020;1100000308;12345670308;Lucas;USO ORAL 1. AMOXICILINA + CLAVULANATO 875/125 -------------------- 1 CX TOMAR 01 COMPRIMIDO DE 12/12 HRS DURANTE 7 DIAS. 2. PREDNISONA 20 MG ------------ 1 CX TOMAR 01 COMPRIMIDO PELA MANHA DURANTE 5 DIAS USO INTRANSAL 1. BUDESONIDA 50 MCG -------------- 1 FRASCO 2 JATOS EM CADA NARINA DE 12/12 HRS DURANTE 7 DIAS. ;N�o
309;24/04/2020;1100000309;12345670309;Juliana;Uso oral:  1 - Dipirona 1 grama Tomar 1 cp 6/6 hs se dor ou febre.  Obs: Ingerir 3 a 4 litros de líquido por dia: Água, água de coco, suco, Gatorade, chás.  ;N�o
310;08/10/2020;1100000310;12345670310;Fernando;1. ESOMEX 40MG TOMAR 1 COMPRIMIDO CEDO POR 60 DIAS 2. DOMPERIDONA 10MG TOMAR 1 COMPRIMIDO 2X/DIA, ANTES DO ALMOÇO E DO JANTAR POR 60 DIAS ;N�o
311;05/05/2020;1100000311;12345670311;Cristina;USO ORAL 1) AEROLIM 100 MCG FAZER 3 JATOS DE 6/6 HORAS POR 5 DIAS 2) PREDNISOLONA 3MG/ML  DAR 5ML 1X AO DIA POR 5 DIAS 3) DIPIRONA XAROPE  DAR 3,5ML 6/6H SE DOR OU FEBRE  USO TOPICO 1) SORO FISIOLOGICO 0,9% LAVAR NARINAS SEMPRE QUE APRESENTAR SECREÇÃO  6/6H  ;N�o
312;03/01/2020;1100000312;12345670312;Rafael;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
313;18/01/2020;1100000313;12345670313;Patrícia;USO ORAL 1- PREDSIM 20MG TOMAR 1CP PELA MANHÃ POR 5 DIAS 2- AZITROMICINA 500MG TOMAR 1CP 1X AO DIA POR 5 DIAS USO NASAL 3- AVAMYS  INALAR 2 JATOS EM CADA NARINA 1X AO DIA POR 7 DIAS USO INALATORIO ORAL 4- AEROLIN SPRAY INALAR 1 JATO 6/6H SE DISPNEIA ;N�o
314;14/11/2020;1100000314;12345670314;Vinícius;USO ORAL 1) DIPIRONA(1G) TOMAR 1 COMP DE 6 EM 6 HORAS SE DOR OU FEBRE 2) CETOPROFENO(100MG) TOMAR 1 COMP DE 12 EM 12 HORAS POR 3 DIAS 3) LORATADINA(10MG) TOMAR 1 COMP A NOITE POR 5 DIAS 4) DROPROPIZINA(XAROPE) TOMAR 10 ML DE 6 EM 6 HORAS SE TOSSE ;N�o
315;30/01/2020;1100000315;12345670315;Camila; USO ORAL  ..........  ZASTAT 20MG  ..........  TOMAR 1 CP 12/12H POR 5 DIAS VIBRAL XAROPE ..........  TOMAR 10ML 8/8H SE TOSSE DIPIRONA 1 G ..........  TOMAR 1 CP 6/6H SE DOR OU FEBRE ;N�o
316;21/10/2020;1100000316;12345670316;Rodrigo;USO ORAL 1) ALLEGRA 120 MG ------------ TOMAR 1 COMPRIMIDO DE 12/12H POR 14 DIAS. USO TOPICO 1) AVAMYS SPRAY NASAL ------------ APLICAR 1 JATO EM CADA NARINA 1X/DIA, ANTES DE DORMIR, TODOS OS DIAS. ;N�o
317;31/12/2020;1100000317;12345670317;Tatiana;USO ORAL: 1) NORFLOXACINO 400 MG ---------- TOMAR 1 COMPRIMIDO A CADA 12 HORAS, POR 5 DIAS 2) PYRIDIUM 200 MG -------------------- TOMAR 1 COMPRIMIDO A CADA 12 HORAS, POR 3 DIAS. ;N�o
318;05/03/2020;1100000318;12345670318;Gustavo;USO ORAL 1. BI PROFENID 150MG --------------- TOMAR 01 CP DE 12/12H POR 5 DIAS 2.MUSCULARE 10MG ------------ TOMAR 01 CP A NOITE POR 5 NOITES ;N�o
319;31/03/2020;1100000319;12345670319;Isabela;USO   ORAL  CONTINUO GLIFAGE  XR  500 ---------- TOMAR 1  CP POR  VIA ORAL NO JANTAR  POR 15  DIAS E DEPOIS ALTERAR  PARA 1000  MG GLIFAGE  XR 1000 -------------- TOMAR 1  CP  POR VIA ORAL AO DEITAR SE  ;N�o
320;04/04/2020;1100000320;12345670320;João;USO ORAL CEFADROXILA 500 _____________ 1CX TOMAR 1 CP 12/12H POR 4 DIAS ;N�o
321;07/01/2020;1100000321;12345670321;Maria;USO ORAL  1. PREDNISONA 20 MG  TOMAR 1 CP PELA MANHA POR 5 DIAS  2. SEKI  TOMAR 10 ML DE 8/8H POR 5 DIAS  3. PARACETAMOL 750 MG  TOMAR 1 CP DE 8/8H SE DOR OU FEBRE  USO NASAL  1. SORO FISIOLOGICO 0.9%  LAVAR CADA NARINA COM 20 ML 4X AO DIA  ;N�o
322;18/07/2020;1100000322;12345670322;José;USO ORAL:  1. AAS 100MG  ___________________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, APÓS O ALMOÇO 2. ATORVASTATINA 20MG  _________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, À NOITE  3. ATENOLOL 25MG _______________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, CEDO 4. ANLODIPINO 2,5MG _____________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, 12/12H AFERIR PRESSÃO ANTES E NÃO ADMINISTRAR SE PA<120X80 MMHG 5. PANTOPRAZOL 20MG ____________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, CEDO, EM JEJUM   6. CALDE MDK 2000________________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, APÓS O ALMOÇO 7. OSTEOBAN 150MG ______________________________________ CONTÍNUO TOMAR 1 COMPRIMIDO, VIA ORAL, 1X POR MÊS. NÃO SE DEITAR  OU SE ALIMENTAR POR 30 MINUTOS APÓS  8. DESVENLAFAXINA 100MG ________________________________  CONTÍNUO (RECEITA ESPECIAL) TOMAR 1 COMPRIMIDO, VIA ORAL, CEDO  9. COGLIVE (GALANTAMINA) 24MG___________________________  CONTINUO (RECEITA ESPECIAL) TOMAR 1 COMPRIMIDO, VIA ORAL, À NOITE 10. NUTREM SENIOR PREMIUM  ______________________________ CONTÍNUO TOMAR 4 MEDIDAS DILUIDAS, VIA ORAL, À NOITE 11. FRESUBIN 2KCAL _______________________________________ 2 MESES TOMAR 1/2 FRASCO, VIA ORAL, NO CAFÉ DA TARDE USO TÓPICO OCULAR: 12. LACRIFILM COLÍRIO _____________________________________ CONTÍNUO APLICAR 1 GOTA EM CADA OLHO CEDO, À TARDE E À NOITE ;N�o
323;25/06/2020;1100000323;12345670323;Ana;USO ORAL:  - Dipirona (500mg/ml) ou Paracetamol (200mg/ml) ou Ibuprofeno (100mg/ml) Solução gotas Dar  26   gotas, de 6/6h, se dor ou febre (Tax>37.8c).  ou Dipirona (50mg/ml) solução oral Dar 10  ml, de 6/6h, se dor ou febre.  - Cetoprofeno gotas (20mg/ml) - Profenid Dar 26  gotas de 8/8h, por 3 dias.  -  Amoxicilina 250mg/5ml  Dar 8  ml de 8/8h por 7 dias.  Obs.: Lembre-se de agitar o frasco antes de cada nova administração.  ou Amoxicilina  400mg/5ml Dar  8  ml de 12/12h por 7 dias.  Obs.: Lembre-se de agitar o frasco antes de cada nova administração.  USO EXTERNO: - Solução fisiológica (NaCl) 0.9%  Lavar narinas com soro morno, abundante, de 4/4h, por 10 dias.  Inalação com 5 ml, de 8/8h, por 7 dias.  SINAIS DE ALARME: - Febre alta (>39c) ou que não melhora com antitérmicos E/OU febre que persiste por mais de 48-72h.  - Prostração ou sonolência.  - Desidratação (pouco xixi, mucosa seca, olhos encovados, choro sem lágrimas, sede exagerada). - Cansaço p/ respirar, respiração ofegante, saturação baixa (<94%aa).  - Vômitos intensos e sem melhora após antieméticos.    ;N�o
324;30/07/2020;1100000324;12345670324;Pedro;USO ORAL 1- PREGABALINA 75MG TOMAR 1 CP A NOITE POR 60 DIAS  2- NEO B  TOMAR 1 CP DE 12/12 HRS POR 60 DIAS  ;N�o
325;10/12/2020;1100000325;12345670325;Mariana;USO ORAL  PREDNISONA 20 MG-----01CX  TOMAR 01 CP AO DIA POR 5 DIAS  ALLEGRA-----01CX  TOMAR 01 CP AO DIA POR 5 DIAS  DIPIRONA 1 G------01CX  TOMAR 01 CP 6/6H SE DOR OU FEBRE.  ;N�o
326;15/08/2020;1100000326;12345670326;Carlos;USO ORAL 1. AMOXICILINA + CLAVULANATO 875/125 MG TOMAR 01 COMPRIMIDO DE 12/12H POR 07 DIAS 2. KOIDED TOMAR 10 ML DE 12/12H POR 05 DIAS  ;N�o
327;03/09/2020;1100000327;12345670327;Paula;AO CARDIOLOGISTA  SOLICITO AVALIAÇÃO PRÉ-OPERATÓRIA PARA CIRURGIA DE HISTERECTOMIA LAPAROSCOPICA DESDE JÁ GRATO PELA ATENÇÃO ;N�o
328;25/11/2020;1100000328;12345670328;Lucas;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
329;11/01/2020;1100000329;12345670329;Juliana;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
330;11/11/2020;1100000330;12345670330;Fernando;USO ORAL: 1) XAROPE EXPEC TOMAR 10 ML VO DE 8/8H POR 5 DIAS. 2) PREDNISONA 20MG  TOMAR 01 CP VO 01X DIA POR 3 DIAS.  TOMAR PERIODO MATUTINO. 3) ALEKTOS 20MG TOMAR 01 CP VO DE 12/12H POR 3 DIAS. 4) DIPIRONA 500MG TOMAR 01 CP VO DE 6/6H SE DOR OU FEBRE.  USO TOPICO: 1) SORO FISIOLOGICO 0,9% LAVAR AS NARIAS VARIAS VEZES AO DIA.   ;N�o
331;16/12/2020;1100000331;12345670331;Cristina;USO ORAL  Cetrolac SL ..........  Tomar 1 comp 8/8hs por 5 dias USO TOPICO  Flexive pomada ---------------- Aplicar 3x/dia após calor local  ;N�o
332;12/03/2020;1100000332;12345670332;Rafael;Uso oral: Predsin 20mg ..........  Tomar 1cp de 12/12h, por 5 dias  Percof 6mg/ml  ..........  Tomar 10ml de 8/8h, por 4 dias.  Paracetamol 750mg  ..........  Tomar 1cp de 8/8h, se dor ou febre ;N�o
333;23/07/2020;1100000333;12345670333;Patrícia;USO ORAL 1-AMOXILINA + CLAV 875+125MG TOMAR 1 CP DE 12/12 HRS POR 7 DIAS 2-DIPIRONA 1G TOMAR 1 CP DE 6/6 HRS SE DOR OU FEBRE ;N�o
334;13/03/2020;1100000334;12345670334;Vinícius;USO ORAL: 1- CIPROFLOXACINO 500MG____________________10CPS TOMAR 1 CP DE 12/12HRS POR 5 DIAS 2- DRAMIN B6_________________________________1CX TOMAR 1 CP DE 8/8HRS SE NAUSEAS OU VOMITOS 3- BUSCOPAM COMPOSTO_____________________1CX TOMAR 1 CP DE 6/6HRS SE DOR 4- SORO DE REIDRATAÇÃO ORAL_____________4SACHES DILUIR 1 SACHE EM 2L DE AGUA E TOMAR VARIAS VEZES AO DIA POR 4 DIAS ;N�o
335;11/08/2020;1100000335;12345670335;Camila;USO ORAL:  FLORATIL 250MG --- TOMAR 1 CP DE 12/12 HORAS, POR 3 DIAS  TIORFAN 100MG (Racecadotrila) --- TOMAR 1 CP DE 8/8 HORAS, ATE CESSAR A DIARREIA  BUSCOPAM COMPOSTO --- TOMAR 1 CP DE 8/8 HORAS, SE DESCONFORTO ABDOMINAL  ;N�o
336;01/05/2020;1100000336;12345670336;Rodrigo;USO ORAL Amoxicilina-clavulanato 250+62,5mg/5ml Tomar 4ml de 8/8h por 7 dias ou Amoxicilina-clavulanato 400+57mg/5ml Tomar 4ml de 8/8h por 7 dias - Suspender uso de antibiótico se urocultura negativa - Caso urocultura positiva e bactéria intermediária/resistente ao antibiótico acima, procurar atendimento médico para ajuste de antibióticoterapia ;N�o
337;24/04/2020;1100000337;12345670337;Tatiana;USO ORAL 1.  KOIDE D ---- XAROPE 10ML 8/8HS POR 3 A 5 DIAS 2.  PARACETAMOL 500MG 1CP 6/6HS SE DOR OU FEBRE ;N�o
338;25/07/2020;1100000338;12345670338;Gustavo;USO INTERNO AZITROMICINA 200MG/5ML DAR 3 ML, VIA ORAL, DE 12/12 HORAS POR 5 DIAS DIPIRONA OU PARACETAMOL GOTAS DAR 9 GOTAS, VIA ORAL, DE 4/4 HORAS SE DOR OU FEBRE (TAX MAIOR OU IGUAL 37,8ºC) ALLEGRA XAROPE DAR 2,5 ML, VIA ORAL, 1 VEZ AO DIA POR 5 A 7 DIAS SORO DE REIDRATAÇÃO ORAL DILUIR 1 SACHE EM 1 LITRO E AGUA FILTRADA E OFERECER, VIA ORAL, VARIAS VEZES AO DIA USO EXTERNO SORO FISIOLÓGICO 0,9% INALAÇÃO E HIGIENE NASAL DE 3/3 HORAS E SEMPRE QUE NECESSARIO  ;N�o
339;01/07/2020;1100000339;12345670339;Isabela;Uso Oral  1- PEG 4000 sem eletrólitos 20g ------------------------------------------ 30 saches  Tomar 1 sache ao dia por 30 dias. ;N�o
340;19/05/2020;1100000340;12345670340;João;USO ORAL Astro (Azitromicina) 200mg / 5 mL  Tomar 5 mL, 1 vez ao dia, por 5 dias.  USO INALATÓRIO  Aerolin (Salbutamol) 100 mcg    Aplicar 4 puffs, com espaçador e máscara, de 6 em 6 horas, por 3 dias  ;N�o
341;07/10/2020;1100000341;12345670341;Maria;DRAMIN B6 40 GTAS VO 3 X DIA ESOMEPRAZOL 40 MG 01 CP VO 12 X 12 H ATE MELHORA DA DOR E APOS CEDO BUSCOPAM COMPOSTO 40 GTAS VO 6X6H  ;N�o
342;24/04/2020;1100000342;12345670342;José;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
343;05/06/2020;1100000343;12345670343;Ana;Solicito Teste Rápido de Covid 19.  ;N�o
344;15/06/2020;1100000344;12345670344;Pedro;Uso oral  1) Ondif 4mg  Colocar 1 filme sobre a lingua de 12/12h se nausea ou vomito 2) Novalgina 50mg/ml  Dar 7,5ml de 6/6h se dor ou febre  ;N�o
345;24/07/2020;1100000345;12345670345;Mariana;USO ORAL ..........  CEFALEXINA 500MG ..........  TOMAR 01 COMPRIMIDO A CADA 06 HORAS POR 07 DIAS ;N�o
346;11/06/2020;1100000346;12345670346;Carlos;USO ORAL 1) MINOXIDIL 2MG..................................MANDE 90 CÁPSULAS     TOMAR 01 CP AO DIA. 2) NUTRICOLIN................................150MG     QUERATINA.................................20MG     BIOTINA.....................................10MG     EXCIPIENTE...............................CAPSULA     TOMAR 01 CÁPSULA AO DIA.     MANDE 90 CÁPSULAS USO TÓPICO 3)   NICOTINAMIDA.......................0,5%.       CAFEÍNA ..............................0,5%.       D- PANTENOL........................3%.          MINOXIDIL...........................5%.       LOÇÃO TÔNICA  CAPILAR....qsp 100 ml.       FRAGRÂNCIA.........................q.s.       PINGAR NO COURO CABELUDO 1 X AO DIA. 4) KERIUM DS INTENSIVE SHAMPOO OU PIELUS DI SHAMPOO     LAVAR O COURO CABELUDO E DEIXAR AGIR POR 3 MINUTOS ANTES DE ENXAGUAR. 3X POR SEMANA. ;N�o
347;03/11/2020;1100000347;12345670347;Paula;SOLICITO: ELETROCARDIOGRAMA .................................................  JUSTIFICATIVA: PRÉ OPERATÓRIO ;N�o
348;19/11/2020;1100000348;12345670348;Lucas;USO ORAL: 1) MYLANTA PLUS ------------ TOMAR 10 ML ATÉ DE 8 EM 8 HORAS SE DOR  ;N�o
349;17/01/2020;1100000349;12345670349;Juliana;USO ORAL 1) AMOXICILINA 400 MG/5ML ________ DAR 10 ML DE 12/12H POR 10 DIAS 2) DIPIRONA GOTAS ------------------------------ DAR 37 GOTAS DE 6/6H SE DOR OU FEBRE ;N�o
350;21/04/2020;1100000350;12345670350;Fernando;Uso Oral: 1) Pedialyte 45 / Floralyte 45 / Rehidrat 30 Oferecer à vontade enquanto durar diarréia O QUE PODE: Frutas As frutas que podem ser incluídas são a maçã e a banana, pois ambas têm menos fibras solúveis, resultando na ¿prisão¿ do intestino ¿ o que é benéfico para diminuir a diarreia.  Elas devem ser ingeridas bem cozidas ou assadas, preferencialmente sem casca e sementes. Também se pode priorizar os sucos, já que, se forem coados, têm a quantia de fibras reduzidas consideravelmente. Legumes Batata, cenoura, chuchu, mandioquinha e cará são legumes permitidos durante a alimentação obstipante.  Todos devem estar descascados, sem sementes e bem cozidos antes de serem consumidos.   Carnes As carnes permitidas são as consideradas magras, devido ao baixo índice de gordura presente nelas. Alguns exemplos são patinho, maminha, lagarto, filé mignon, coxão mole e coxão duro. Além disso, frango (sem pele) e peixe podem ser incluídos. Independente do tipo de carne escolhida, é necessário cozinhar, assar ou grelhar antes de comê-las.  Cereais Os alimentos à base de cereais que podem ser incluídos nas refeições obstipantes são aqueles que apresentam menor índice de fibras.  Dessa forma, torradas, bolacha água e sal,  pão branco de forma, pão francês, por exemplo. Também é possível consumir outras fontes de carboidratos como arroz branco e macarrão.   Bebidas e doces As bebidas recomendadas são sucos naturais (limão, maracujá, maçã e caju, pera e goiaba) bem coados.  Além disso, leite de soja ou com baixa lactose e chás de ervas claras (erva doce, camomila, cidreira) são indicados. O QUE NÃO PODE: Gorduras Alimentos que são fontes de gorduras como a gema do ovo, banha, manteiga, carnes gordas e frituras devem ficar fora das refeições obstipantes. Pois, ao serem consumidas podem fazer com que o intestino fique ¿solto¿, provocando diarreias. Leite e derivados Exceto os leites vegetais, os demais tipos e derivados como queijos, requeijão, creme de leite e leite condensado são retirados da dieta. O principal motivo é que esses alimentos contém lactose (principal açúcar do leite), que em alguns casos o organismo não consegue fazer a digestão completa.  Verduras Verduras têm uma quantidade considerável de fibras, com poucos carboidratos e proteínas. Dessa forma, tendem a auxiliar o movimento intestinal. Dessa forma, devem ser evitadas as verduras, sobretudo se forem cruas. Alimentos integrais ;N�o
351;23/10/2020;1100000351;12345670351;Cristina;USO ORAL: 1- TRAMAL 100MG__________________________1CX TOMAR 1 CP DE 8/8HRS SE DOR INTENSA  ;N�o
352;15/08/2020;1100000352;12345670352;Rafael;AO LABORATORIO  PACIENTE COM SINTOMAS RESPIRATORIOS HÁ 2 DIAS. SOLICITO TESTE DE ANTIGENO SARS-COV2.  CID B342  GRATA, ;N�o
353;16/06/2020;1100000353;12345670353;Patrícia;USO ORAL: 1) Floratil Sachê 200mg ------------------------------------------------------------------ Diluir 1 sachê em 50 ml de água e dar de 12/12 horas por 5 dias. 2) Biozinc 2mg/0,5ml ----------------------------------------------------------------------------- Dar 2,5 ml por 10 dias. 3) Vonau 4mg -------------------------------------------------------------------------------------- Dar 1/2 cp sublingual de 8 em 8 horas, se vômitos. 4) Pedialyte --------------------------------------------------------------------------------------- Ofertar após episódio de diarréia e ao longo do dia. Ofertar demais líquidos da dieta de  forma independente. ;N�o
354;09/10/2020;1100000354;12345670354;Vinícius;PACIENTE EM TRATAMENTO ONCOLÓGICO COM FLUORACIL EM ALTAS DOSES, COM RISCO DE MUCOSITE QUIMIO-INDUZIDA,  NECESSITANDO DE LASERTERAPIA DE BAIXA POTENCIA PARA TRATAMENTO E ALIVIO DOS SINTOMAS CAUSADOS PELA MUCOSITE QUIMIO-INDUZIDA. GRATA.  CÓDIGO: 30202159 (05 SESSÕES) ;N�o
355;10/10/2020;1100000355;12345670355;Camila;USO ORAL: 1- AMOXICILINA+CLAVULANATO(875+125MG)__14CPS TOMAR 1 CP DE 12/12HRS POR 7 DIAS 2- PREDNISONA 20MG______________________10CPS TOMAR 1 CP DE 12/12HRS POR 5 DIAS 3- DIPIRONA 500MG________________________1CX TOMAR 1 CP DE 6/6HRS SE DOR OU FEBRE ;N�o
356;27/11/2020;1100000356;12345670356;Rodrigo;Uso Oral  1- Desloratadina 0,5mg/ml ¿---------  Dar 5 ml uma vez ao dia por 5 dias.  Uso Tópico  1- Mupirocina pomada -------------------  Apos higiene local aplicar final camada de 12/12horas por 7 dias. ;N�o
357;09/12/2020;1100000357;12345670357;Tatiana;Paciente em acompanhamento oncologico, com relato de que há 06 dias teve inicio do quadro de coriza, congestao nasal, desconforto em garganta e adinamia. Nega febre e outras queixas associadas ao quadro.  Realizado de carater ambulatorial teste covid e influenza, tendo como rsultado covid reagente. Procura consulta de urgencia para esclarecimento de duvidas e avaliação médica.  Ao exame clinico paciente estavel, no momento sem queixas, sat 99% em aa e sem alterações ao exame físico (ausculta pulmonar sem alterações).  Recebe alta medica com orientações de retorno ao medico assistente, devido melhora clinica importante não receitado medicamentos e orientada quanto importancia da hidratação e alimentação balanceada.  À disposição. ;N�o
358;12/03/2020;1100000358;12345670358;Gustavo;USO ORAL 1) AMOXICILINA + CLAVULINA(875+125MG) -----10 COMP TOMAR 1 COMP DE 12 EM 12 HORAS PO 5 DIAS 2) PREDNISOLONA(20MG) TOMAR 1 COMP DE 12 EM 12HORAS POR 5 DIAS 3) LORATADINA(10MG) TOMAR 1 COMP A NOITE POR 5 NOITES 4) DIPIRONA(1G) TOMAR 1 COMP DE 6 EM 6 HORAS SE DOR OU FEBRE ;N�o
359;12/04/2020;1100000359;12345670359;Isabela; À UBS DE ORIGEM PACIENTE ACIMA REFERE MORDEDURA DE CÃO OBSERVAVEL HOJE EM MID. REFERE QUE A SUA CATEIRA DE VACINAÇÃO NÃO ESTA ATUALIZADA. ORIENTO SOBRE OBSERVAÇÃO DO ANIMAL POR 10 DIAS. SOLICITO ATUALIZAÇÃO DA CARTEIRA DE VACINAÇÃO DA PACIENTE (ANTI TETANICA) GRATA  ;N�o
360;15/03/2020;1100000360;12345670360;João;USO ORAL 1. CEFALEXINA 500MG 1CP 6/6HS POR 5 DIAS 2. IBUPROFENO 300MG 1CP 6/6HS POR 3 DIAS 3. VACINA ANTITETANICA REFORÇO SE ULTIMA DOSE >5 ANOS *** RETIRAR OS PONTOS EM 7 DIAS *** ;N�o
361;02/09/2020;1100000361;12345670361;Maria;Uso oral: Clavulin 875mg  ..........  Tomar 1 cp, de 12/12h, por 7 dias  Predsin 20mg ..........  Tomar 1 cp de 12/12h, por 5 dias  Dipirona 1g  ..........  Tomar 1 cp de 6/6h, se dor ou febre. ;N�o
362;01/01/2020;1100000362;12345670362;José; USO ORAL 1) FLORATIL 200 MG --- 1 CP 12/12 HS 05 DIAS 2) TIORFAN 100 MG --- 1 CP 8/8 HS ATE CESSAR A DIARREIA ;N�o
363;31/03/2020;1100000363;12345670363;Ana;;N�o
364;10/07/2020;1100000364;12345670364;Pedro;USO ORAL 1- Tropinal ................... Tomar 01 cp de 06 em 06 horas se dor abdominal 2- buscopam 10mg ---------------- tomar 8/8h se dor abdominal 3- paracetamol 750mg tomar 6/6h se dor  ;N�o
365;01/06/2020;1100000365;12345670365;Mariana;USO ORAL: 1- LORATADINA 10MG____________________5CPS TOMAR 1 CP AO DIA POR 5 DIAS 2- PREDNISONA 20MG_______________________10CPS TOMAR 1 CP DE 12/12HRS POR 5 DIAS 3- AMBROXOL(XAROPE)______________________1FR TOMAR 5MLS DE 8/8HRS POR 5 DIAS ;N�o
366;17/09/2020;1100000366;12345670366;Carlos;Uso oral: 1) Azitromicina 500mg --------------------- Tomar 1 comprimido ao dia por 5 dias 2) Prednisona 20mg ------------------------ Tomar 1 comprimido pela manhã por 5 dias 3) Dipirona 500mg ------------------------- Tomar 1 comprimido de 4/4h em caso de dor ou febre 4) Koide D -------------------------------- Tomar 15 ml de 8/8h por 3 dias ;N�o
367;26/03/2020;1100000367;12345670367;Paula;USO ORAL  1) CLAVULIN BD 400+57MG/5ML ----------- MANTER NA GELADEIRA  DAR 6,0 ML DE 12 EM 12 HORAS POR 10 DIAS  USO TOPICO  2) VERUTEX B POMADA ------------------ APLICAR NAS LESÕES 3 X AO DIA POR 07 DIAS  ;N�o
