ID,DATA,TEL,CPF,SOLICITANTE,CD_TUSS,DS_RECEITA
5220,2020-11-04,1100005220,12345675220,João,40202666,Colonoscopia Com Biópsia E/Ou Citologia
9712,2020-05-20,1100009712,12345679712,Rafael,40901114,Mamas
14681,2020-11-10,1100014681,123456714681,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
13937,2020-11-23,1100013937,123456713937,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
10715,2020-12-22,1100010715,123456710715,Camila,41101189,Pelve (Não Inclui Articulações Coxofemorais)
4272,2020-07-01,1100004272,12345674272,Rafael,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
2101,2020-01-18,1100002101,12345672101,Maria,40901173,"Abdome Inferior Masculino (Bexiga, Próstata E Vesículas Seminais)"
1052,2020-11-08,1100001052,12345671052,Rafael,42352,Rx Tórax 2p
5964,2020-06-20,1100005964,12345675964,Pedro,41101014,Crânio (Encéfalo)
4723,2020-12-24,1100004723,12345674723,Ana,41101316,Articular (Por Articulação)
12867,2020-08-23,1100012867,123456712867,Paula,41001079,Tc - Tórax
12128,2020-09-17,1100012128,123456712128,Lucas,40601137,Procedimento Diagnóstico Em Citopatologia Cérvico-Vaginal Oncótica
1936,2020-11-09,1100001936,12345671936,Rodrigo,40103536,Polissonograma Com Eeg De Noite Inteira
6255,2020-11-20,1100006255,12345676255,Camila,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
7160,2020-02-21,1100007160,12345677160,João,40101010,Ecg Convencional De Até 12 Derivações
6285,2020-07-15,1100006285,12345676285,Mariana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
14686,2020-03-22,1100014686,123456714686,Carlos,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
132,2020-02-23,1100000132,12345670132,Rafael,40103080,Audiometria Tonal Limiar Infantil Condicionada (Qualquer Técnica) - Peep-Show
4288,2020-04-02,1100004288,12345674288,Lucas,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
8169,2020-09-09,1100008169,12345678169,Juliana,40901106,Ecodopplercardiograma Transtorácico
8668,2020-05-08,1100008668,12345678668,Lucas,20102020,Holter De 24 Horas - 3 Canais - Digital
4131,2020-06-05,1100004131,12345674131,Cristina,41101537,Angio-Rm Arterial de Crânio
7485,2020-11-16,1100007485,12345677485,Mariana,40901106,Ecodopplercardiograma Transtorácico
7091,2020-10-27,1100007091,12345677091,Cristina,40101010,Ecg Convencional De Até 12 Derivações
3421,2020-03-31,1100003421,12345673421,Maria,40901122,Abdome Total (Inclui Pelve)
9051,2020-05-06,1100009051,12345679051,Cristina,40901114,Mamas
10696,2020-01-31,1100010696,123456710696,Rodrigo,41101189,Pelve (Não Inclui Articulações Coxofemorais)
4008,2020-08-28,1100004008,12345674008,Lucas,40901122,Abdome Total (Inclui Pelve)
2482,2020-07-22,1100002482,12345672482,José,40901386,Doppler Colorido De Órgão Ou Estrutura Isolada
8365,2020-07-30,1100008365,12345678365,Mariana,40202615,Endoscopia Digestiva Alta Com Biópsia E Teste De Urease (Pesquisa Helicobacter Pylori)
15242,2020-07-03,1100015242,123456715242,José,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
6670,2020-03-08,1100006670,12345676670,Fernando,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
11040,2020-07-03,1100011040,123456711040,João,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
7704,2020-10-28,1100007704,12345677704,Pedro,40901106,Ecodopplercardiograma Transtorácico
11768,2020-04-29,1100011768,123456711768,Lucas,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
10030,2020-11-29,1100010030,123456710030,Fernando,40808041,Mamografia Digital Bilateral
13919,2020-03-02,1100013919,123456713919,Isabela,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
4193,2020-08-05,1100004193,12345674193,Patrícia,41101537,Angio-Rm Arterial de Crânio
3824,2020-07-10,1100003824,12345673824,Pedro,40901122,Abdome Total (Inclui Pelve)
9409,2020-05-04,1100009409,12345679409,Juliana,40901114,Mamas
13479,2020-07-13,1100013479,123456713479,Isabela,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
14693,2020-08-02,1100014693,123456714693,Patrícia,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
8026,2020-08-14,1100008026,12345678026,Carlos,40901106,Ecodopplercardiograma Transtorácico
12815,2020-12-06,1100012815,123456712815,Camila,41001079,Tc - Tórax
5996,2020-10-24,1100005996,12345675996,Rodrigo,41101014,Crânio (Encéfalo)
4024,2020-11-15,1100004024,12345674024,Pedro,40901122,Abdome Total (Inclui Pelve)
15527,2020-01-24,1100015527,123456715527,Paula,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
14432,2020-06-28,1100014432,123456714432,Rafael,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
1300,2020-03-14,1100001300,12345671300,João,40803074,Articulação Escapuloumeral (Ombro)
11798,2020-11-30,1100011798,123456711798,Gustavo,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
13889,2020-09-23,1100013889,123456713889,Juliana,40101045,Teste Ergométrico Convencional - 3 Ou Mais Derivações Simultâneas (Inclui Ecg Basal Convencional)
4036,2020-04-24,1100004036,12345674036,Rodrigo,40901122,Abdome Total (Inclui Pelve)
688,2020-10-22,1100000688,12345670688,Lucas,41001230,Angiotomografia coronariana
3610,2020-03-23,1100003610,12345673610,Fernando,40901122,Abdome Total (Inclui Pelve)
3206,2020-08-10,1100003206,12345673206,Carlos,40901122,Abdome Total (Inclui Pelve)
14001,2020-06-30,1100014001,123456714001,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
7859,2020-08-25,1100007859,12345677859,Isabela,40901106,Ecodopplercardiograma Transtorácico
10048,2020-07-10,1100010048,123456710048,Lucas,40808041,Mamografia Digital Bilateral
4484,2020-03-28,1100004484,12345674484,Pedro,41101316,Articular (Por Articulação)
10345,2020-01-04,1100010345,123456710345,Mariana,20102038,Monitorização Ambulatorial Da Pressão Arterial - Mapa (24 Horas)
14719,2020-09-03,1100014719,123456714719,Isabela,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
1096,2020-10-21,1100001096,12345671096,Rodrigo,40601293,Procedimento Diagnóstico Por Captura Híbrida
9660,2020-08-14,1100009660,12345679660,João,40901114,Mamas
8910,2020-04-15,1100008910,12345678910,Fernando,40901114,Mamas
13884,2020-04-19,1100013884,123456713884,Pedro,40101045,Teste Ergométrico Convencional - 3 Ou Mais Derivações Simultâneas (Inclui Ecg Basal Convencional)
14312,2020-10-04,1100014312,123456714312,Rafael,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
253,2020-09-10,1100000253,12345670253,Patrícia,40601129,Procedimento Diagnóstico Citopatológico Oncótico De Líquidos E Raspados Cutâneos
8052,2020-03-17,1100008052,12345678052,Rafael,40901106,Ecodopplercardiograma Transtorácico
12348,2020-09-05,1100012348,123456712348,Lucas,40601013,Procedimento Diagnóstico Peroperatório Sem Deslocamento Do Patologista
3249,2020-11-24,1100003249,12345673249,Juliana,40901122,Abdome Total (Inclui Pelve)
2254,2020-07-18,1100002254,12345672254,Vinícius,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
6251,2020-06-11,1100006251,12345676251,Cristina,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
8952,2020-03-12,1100008952,12345678952,Rafael,40901114,Mamas
8307,2020-03-15,1100008307,12345678307,Paula,40202615,Endoscopia Digestiva Alta Com Biópsia E Teste De Urease (Pesquisa Helicobacter Pylori)
2352,2020-03-03,1100002352,12345672352,Rafael,40808033,Mamografia Convencional Bilateral
1618,2020-02-20,1100001618,12345671618,Gustavo,40804097,Pé Ou Pododáctilo
13112,2020-12-29,1100013112,123456713112,Rafael,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
2234,2020-06-20,1100002234,12345672234,Vinícius,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
10750,2020-10-21,1100010750,123456710750,Fernando,41101189,Pelve (Não Inclui Articulações Coxofemorais)
2566,2020-10-20,1100002566,12345672566,Carlos,41101170,"Abdome Superior (Fígado, Pâncreas, Baço, Rins, Supra-Renais, Retroperitônio)"
8225,2020-08-26,1100008225,12345678225,Mariana,40901106,Ecodopplercardiograma Transtorácico
5842,2020-04-01,1100005842,12345675842,José,41101014,Crânio (Encéfalo)
1782,2020-11-10,1100001782,12345671782,José,41001222,Tc Para Pet Dedicado Oncológico
1544,2020-07-30,1100001544,12345671544,Pedro,40803139,Mãos E Punhos Para Idade Óssea
10790,2020-06-03,1100010790,123456710790,Fernando,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
5093,2020-09-10,1100005093,12345675093,Patrícia,40201082,Colonoscopia (Inclui A Retossigmoidoscopia)
9937,2020-06-08,1100009937,12345679937,Tatiana,40808041,Mamografia Digital Bilateral
15034,2020-04-25,1100015034,123456715034,Vinícius,40805026,Tórax - 2 Incidências
14341,2020-10-02,1100014341,123456714341,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
3973,2020-07-17,1100003973,12345673973,Patrícia,40901122,Abdome Total (Inclui Pelve)
13883,2020-01-24,1100013883,123456713883,Ana,40101045,Teste Ergométrico Convencional - 3 Ou Mais Derivações Simultâneas (Inclui Ecg Basal Convencional)
383,2020-04-06,1100000383,12345670383,Ana,40601129,Procedimento Diagnóstico Citopatológico Oncótico De Líquidos E Raspados Cutâneos
15127,2020-09-15,1100015127,123456715127,Paula,40901750,US - Próstata (via abdominal)
1227,2020-10-15,1100001227,12345671227,Paula,40803104,Antebraço
14348,2020-11-11,1100014348,123456714348,Lucas,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
5898,2020-03-24,1100005898,12345675898,Gustavo,41101014,Crânio (Encéfalo)
6480,2020-09-02,1100006480,12345676480,João,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
5656,2020-02-25,1100005656,12345675656,Rodrigo,41101227,Coluna Cervical Ou Dorsal Ou Lombar
10695,2020-08-29,1100010695,123456710695,Camila,41101189,Pelve (Não Inclui Articulações Coxofemorais)
7899,2020-04-20,1100007899,12345677899,Isabela,40901106,Ecodopplercardiograma Transtorácico
5942,2020-09-13,1100005942,12345675942,José,41101014,Crânio (Encéfalo)
7959,2020-05-26,1100007959,12345677959,Isabela,40901106,Ecodopplercardiograma Transtorácico
1775,2020-10-04,1100001775,12345671775,Camila,41001036,Tc - Face Ou Seios Da Face
1051,2020-06-21,1100001051,12345671051,Cristina,33010048,U.S. Articulações
4645,2020-12-02,1100004645,12345674645,Mariana,41101316,Articular (Por Articulação)
4501,2020-10-05,1100004501,12345674501,Maria,41101316,Articular (Por Articulação)
13500,2020-08-27,1100013500,123456713500,João,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
10144,2020-11-28,1100010144,123456710144,Pedro,40808041,Mamografia Digital Bilateral
7362,2020-08-12,1100007362,12345677362,José,40101010,Ecg Convencional De Até 12 Derivações
9972,2020-05-01,1100009972,12345679972,Rafael,40808041,Mamografia Digital Bilateral
12072,2020-12-27,1100012072,123456712072,Rafael,40601137,Procedimento Diagnóstico Em Citopatologia Cérvico-Vaginal Oncótica
12799,2020-02-25,1100012799,123456712799,Isabela,41001079,Tc - Tórax
6573,2020-07-26,1100006573,12345676573,Patrícia,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
7640,2020-05-29,1100007640,12345677640,João,40901106,Ecodopplercardiograma Transtorácico
13463,2020-09-27,1100013463,123456713463,Ana,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
9093,2020-03-20,1100009093,12345679093,Patrícia,40901114,Mamas
9595,2020-08-17,1100009595,12345679595,Camila,40901114,Mamas
14473,2020-12-11,1100014473,123456714473,Patrícia,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
5658,2020-12-10,1100005658,12345675658,Gustavo,41101227,Coluna Cervical Ou Dorsal Ou Lombar
6703,2020-10-07,1100006703,12345676703,Ana,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
7767,2020-05-22,1100007767,12345677767,Paula,40901106,Ecodopplercardiograma Transtorácico
1332,2020-02-09,1100001332,12345671332,Rafael,40804097,Pé Ou Pododáctilo
8031,2020-12-27,1100008031,12345678031,Cristina,40901106,Ecodopplercardiograma Transtorácico
8797,2020-03-03,1100008797,12345678797,Tatiana,40901114,Mamas
5072,2020-01-13,1100005072,12345675072,Rafael,40201082,Colonoscopia (Inclui A Retossigmoidoscopia)
7243,2020-08-10,1100007243,12345677243,Ana,40101010,Ecg Convencional De Até 12 Derivações
14177,2020-08-28,1100014177,123456714177,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
5052,2020-12-13,1100005052,12345675052,Rafael,40201082,Colonoscopia (Inclui A Retossigmoidoscopia)
5922,2020-07-08,1100005922,12345675922,José,41101014,Crânio (Encéfalo)
9532,2020-06-30,1100009532,12345679532,Rafael,40901114,Mamas
13498,2020-06-17,1100013498,123456713498,Gustavo,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
1582,2020-08-24,1100001582,12345671582,José,40802019,Coluna Cervical - 3 Incidências
7809,2020-05-04,1100007809,12345677809,Juliana,40901106,Ecodopplercardiograma Transtorácico
2805,2020-08-29,1100002805,12345672805,Mariana,40901122,Abdome Total (Inclui Pelve)
11007,2020-06-29,1100011007,123456711007,Paula,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
10062,2020-05-22,1100010062,123456710062,José,40808041,Mamografia Digital Bilateral
14043,2020-01-13,1100014043,123456714043,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
14656,2020-09-05,1100014656,123456714656,Rodrigo,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
1242,2020-06-29,1100001242,12345671242,José,40804097,Pé Ou Pododáctilo
8377,2020-02-21,1100008377,12345678377,Tatiana,40202615,Endoscopia Digestiva Alta Com Biópsia E Teste De Urease (Pesquisa Helicobacter Pylori)
8473,2020-07-26,1100008473,12345678473,Patrícia,40901211,Estruturas Superficiais (Cervical Ou Axilas Ou Músculo Ou Tendão)
9891,2020-07-17,1100009891,12345679891,Cristina,40808041,Mamografia Digital Bilateral
5526,2020-07-05,1100005526,12345675526,Carlos,41101227,Coluna Cervical Ou Dorsal Ou Lombar
4716,2020-12-04,1100004716,12345674716,Rodrigo,41101316,Articular (Por Articulação)
346,2020-05-08,1100000346,12345670346,Carlos,40103102,Audiometria Vocal - Pesquisa De Limiar De Inteligibilidade
386,2020-10-15,1100000386,12345670386,Carlos,40601129,Procedimento Diagnóstico Citopatológico Oncótico De Líquidos E Raspados Cutâneos
10957,2020-02-02,1100010957,123456710957,Tatiana,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
14674,2020-08-20,1100014674,123456714674,Vinícius,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
6443,2020-02-27,1100006443,12345676443,Ana,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
5044,2020-10-25,1100005044,12345675044,Pedro,40201082,Colonoscopia (Inclui A Retossigmoidoscopia)
11251,2020-12-11,1100011251,123456711251,Cristina,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
9347,2020-01-31,1100009347,12345679347,Paula,40901114,Mamas
5390,2020-04-17,1100005390,12345675390,Fernando,40202666,Colonoscopia Com Biópsia E/Ou Citologia
3502,2020-01-16,1100003502,12345673502,José,40901122,Abdome Total (Inclui Pelve)
686,2020-02-21,1100000686,12345670686,Carlos,20010141,Ecocardiograma Bidimensional Com Mapeamento De Fluxo À Cores
11313,2020-07-29,1100011313,123456711313,Patrícia,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
3099,2020-02-26,1100003099,12345673099,Isabela,40901122,Abdome Total (Inclui Pelve)
13043,2020-12-04,1100013043,123456713043,Ana,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
4619,2020-12-05,1100004619,12345674619,Isabela,41101316,Articular (Por Articulação)
7463,2020-12-06,1100007463,12345677463,Ana,40901106,Ecodopplercardiograma Transtorácico
9348,2020-09-12,1100009348,12345679348,Lucas,40901114,Mamas
11425,2020-01-16,1100011425,123456711425,Mariana,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
13880,2020-12-14,1100013880,123456713880,João,40101045,Teste Ergométrico Convencional - 3 Ou Mais Derivações Simultâneas (Inclui Ecg Basal Convencional)
2353,2020-03-25,1100002353,12345672353,Patrícia,40808033,Mamografia Convencional Bilateral
4128,2020-05-12,1100004128,12345674128,Lucas,41101537,Angio-Rm Arterial de Crânio
3237,2020-07-18,1100003237,12345673237,Tatiana,40901122,Abdome Total (Inclui Pelve)
9698,2020-03-05,1100009698,12345679698,Gustavo,40901114,Mamas
2860,2020-01-08,1100002860,12345672860,João,40901122,Abdome Total (Inclui Pelve)
4054,2020-05-01,1100004054,12345674054,Vinícius,40901122,Abdome Total (Inclui Pelve)
10406,2020-04-16,1100010406,123456710406,Carlos,20102038,Monitorização Ambulatorial Da Pressão Arterial - Mapa (24 Horas)
7290,2020-08-27,1100007290,12345677290,Fernando,40101010,Ecg Convencional De Até 12 Derivações
13487,2020-03-11,1100013487,123456713487,Paula,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
5014,2020-12-17,1100005014,12345675014,Vinícius,40201082,Colonoscopia (Inclui A Retossigmoidoscopia)
13333,2020-01-18,1100013333,123456713333,Patrícia,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
12253,2020-06-25,1100012253,123456712253,Patrícia,40601137,Procedimento Diagnóstico Em Citopatologia Cérvico-Vaginal Oncótica
1953,2020-02-19,1100001953,12345671953,Patrícia,41101308,Pé (Antepé) - Não Inclui Tornozelo
3811,2020-07-16,1100003811,12345673811,Cristina,40901122,Abdome Total (Inclui Pelve)
10400,2020-01-02,1100010400,123456710400,João,20102038,Monitorização Ambulatorial Da Pressão Arterial - Mapa (24 Horas)
5120,2020-02-18,1100005120,12345675120,João,40201082,Colonoscopia (Inclui A Retossigmoidoscopia)
944,2020-05-25,1100000944,12345670944,Pedro,40601293,Procedimento Diagnóstico Por Captura Híbrida
8460,2020-09-24,1100008460,12345678460,João,40901211,Estruturas Superficiais (Cervical Ou Axilas Ou Músculo Ou Tendão)
841,2020-12-20,1100000841,12345670841,Maria,33020019,U.S. Obstétrico Com Doppler
13300,2020-12-19,1100013300,123456713300,João,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
10151,2020-10-25,1100010151,123456710151,Cristina,40808041,Mamografia Digital Bilateral
5414,2020-12-18,1100005414,12345675414,Vinícius,40202666,Colonoscopia Com Biópsia E/Ou Citologia
7813,2020-06-16,1100007813,12345677813,Patrícia,40901106,Ecodopplercardiograma Transtorácico
4788,2020-11-15,1100004788,12345674788,Lucas,40901220,Articular (Por Articulação)
157,2020-10-08,1100000157,12345670157,Tatiana,40103439,Impedanciometria
8045,2020-03-11,1100008045,12345678045,Mariana,40901106,Ecodopplercardiograma Transtorácico
1542,2020-03-04,1100001542,12345671542,José,40803139,Mãos E Punhos Para Idade Óssea
8938,2020-06-17,1100008938,12345678938,Gustavo,40901114,Mamas
5927,2020-09-14,1100005927,12345675927,Paula,41101014,Crânio (Encéfalo)
1410,2020-07-26,1100001410,12345671410,Fernando,40801128,Adenóides Ou Cavum
4640,2020-11-29,1100004640,12345674640,João,41101316,Articular (Por Articulação)
7766,2020-07-07,1100007766,12345677766,Carlos,40901106,Ecodopplercardiograma Transtorácico
14204,2020-09-26,1100014204,123456714204,Pedro,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
1929,2020-04-12,1100001929,12345671929,Juliana,41001370,Angiotomografia Arterial De Crânio
15036,2020-12-03,1100015036,123456715036,Rodrigo,40805026,Tórax - 2 Incidências
13805,2020-04-05,1100013805,123456713805,Mariana,40101045,Teste Ergométrico Convencional - 3 Ou Mais Derivações Simultâneas (Inclui Ecg Basal Convencional)
14155,2020-08-20,1100014155,123456714155,Camila,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
2371,2020-11-09,1100002371,12345672371,Cristina,41101359,Hidro-Rm (Colângio-Rm Ou Uro-Rm Ou Mielo-Rm Ou Sialo-Rm Ou Cistografia Por Rm)
12907,2020-03-03,1100012907,123456712907,Paula,41001079,Tc - Tórax
4182,2020-06-28,1100004182,12345674182,José,41101537,Angio-Rm Arterial de Crânio
3286,2020-12-07,1100003286,12345673286,Carlos,40901122,Abdome Total (Inclui Pelve)
4430,2020-03-08,1100004430,12345674430,Fernando,41101316,Articular (Por Articulação)
14181,2020-04-26,1100014181,123456714181,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
3373,2020-01-21,1100003373,12345673373,Patrícia,40901122,Abdome Total (Inclui Pelve)
3760,2020-10-05,1100003760,12345673760,João,40901122,Abdome Total (Inclui Pelve)
15228,2020-06-10,1100015228,123456715228,Lucas,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
14937,2020-01-19,1100014937,123456714937,Tatiana,40805026,Tórax - 2 Incidências
1390,2020-08-15,1100001390,12345671390,Fernando,40802094,Coluna Total Para Escoliose (Telespondilografia)
2490,2020-02-20,1100002490,12345672490,Fernando,40901467,Doppler Colorido Venoso De Membro Superior - Unilateral
653,2020-04-01,1100000653,12345670653,Patrícia,56010265,Ultra - Som  Abdomen Total  (Rins E Bexiga)
7098,2020-01-27,1100007098,12345677098,Gustavo,40101010,Ecg Convencional De Até 12 Derivações
676,2020-08-24,1100000676,12345670676,Rodrigo,20010141,Ecocardiograma Bidimensional Com Mapeamento De Fluxo À Cores
11433,2020-10-02,1100011433,123456711433,Patrícia,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
15273,2020-05-01,1100015273,123456715273,Patrícia,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
6842,2020-12-31,1100006842,12345676842,José,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
13661,2020-01-20,1100013661,123456713661,Maria,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
1361,2020-11-14,1100001361,12345671361,Maria,40804054,Joelho
4500,2020-07-15,1100004500,12345674500,João,41101316,Articular (Por Articulação)
4111,2020-09-12,1100004111,12345674111,Cristina,41101537,Angio-Rm Arterial de Crânio
3381,2020-08-07,1100003381,12345673381,Maria,40901122,Abdome Total (Inclui Pelve)
448,2020-05-20,1100000448,12345670448,Lucas,40201236,Vídeo-Laringo-Estroboscopia Com Endoscópio Flexível
10213,2020-01-21,1100010213,123456710213,Patrícia,40808041,Mamografia Digital Bilateral
10126,2020-04-23,1100010126,123456710126,Carlos,40808041,Mamografia Digital Bilateral
12872,2020-03-27,1100012872,123456712872,Rafael,41001079,Tc - Tórax
14379,2020-12-30,1100014379,123456714379,Isabela,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
8869,2020-05-08,1100008869,12345678869,Juliana,40901114,Mamas
13471,2020-04-01,1100013471,123456713471,Cristina,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
12664,2020-03-15,1100012664,123456712664,Pedro,41001079,Tc - Tórax
13472,2020-06-05,1100013472,123456713472,Rafael,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
2866,2020-02-26,1100002866,12345672866,Carlos,40901122,Abdome Total (Inclui Pelve)
11101,2020-03-20,1100011101,123456711101,Maria,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
8713,2020-10-28,1100008713,12345678713,Patrícia,20102020,Holter De 24 Horas - 3 Canais - Digital
4308,2020-08-27,1100004308,12345674308,Lucas,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
12491,2020-03-09,1100012491,123456712491,Cristina,40105075,Prova De Função Pulmonar Completa (Ou Espirometria)
12772,2020-01-17,1100012772,123456712772,Rafael,41001079,Tc - Tórax
73,2020-07-30,1100000073,12345670073,Patrícia,40103099,Audiometria Vocal - Pesquisa De Limiar De Discriminação
2179,2020-02-04,1100002179,12345672179,Isabela,40901297,Obstétrica 1º Trimestre (Endovaginal)
6061,2020-10-25,1100006061,12345676061,Maria,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
4285,2020-12-21,1100004285,12345674285,Mariana,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
4443,2020-01-19,1100004443,12345674443,Ana,41101316,Articular (Por Articulação)
14831,2020-01-28,1100014831,123456714831,Cristina,40805018,Tórax - 1 Incidência
4618,2020-03-12,1100004618,12345674618,Gustavo,41101316,Articular (Por Articulação)
5995,2020-11-15,1100005995,12345675995,Camila,41101014,Crânio (Encéfalo)
6736,2020-10-25,1100006736,12345676736,Rodrigo,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
9637,2020-10-25,1100009637,12345679637,Tatiana,40901114,Mamas
11003,2020-10-02,1100011003,123456711003,Ana,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
11834,2020-10-27,1100011834,123456711834,Vinícius,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
14663,2020-12-08,1100014663,123456714663,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
7061,2020-05-24,1100007061,12345677061,Maria,40101010,Ecg Convencional De Até 12 Derivações
606,2020-11-15,1100000606,12345670606,Carlos,51010410,Vídeo - Endoscopia Naso - Sinusal Com Ótica Rígida Ou Flexível
6706,2020-08-26,1100006706,12345676706,Carlos,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
15007,2020-11-16,1100015007,123456715007,Paula,40805026,Tórax - 2 Incidências
10307,2020-11-29,1100010307,123456710307,Paula,20102038,Monitorização Ambulatorial Da Pressão Arterial - Mapa (24 Horas)
7901,2020-01-21,1100007901,12345677901,Maria,40901106,Ecodopplercardiograma Transtorácico
1470,2020-01-23,1100001470,12345671470,Fernando,40803112,Punho
7532,2020-05-13,1100007532,12345677532,Rafael,40901106,Ecodopplercardiograma Transtorácico
3802,2020-04-18,1100003802,12345673802,José,40901122,Abdome Total (Inclui Pelve)
13140,2020-04-18,1100013140,123456713140,João,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
4340,2020-03-23,1100004340,12345674340,João,41101316,Articular (Por Articulação)
11000,2020-09-18,1100011000,123456711000,João,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
6746,2020-06-14,1100006746,12345676746,Carlos,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
6169,2020-10-05,1100006169,12345676169,Juliana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
7510,2020-08-23,1100007510,12345677510,Fernando,40901106,Ecodopplercardiograma Transtorácico
10800,2020-08-15,1100010800,123456710800,João,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
645,2020-08-09,1100000645,12345670645,Mariana,56010265,Ultra - Som  Abdomen Total  (Rins E Bexiga)
7495,2020-01-21,1100007495,12345677495,Camila,40901106,Ecodopplercardiograma Transtorácico
7825,2020-01-28,1100007825,12345677825,Mariana,40901106,Ecodopplercardiograma Transtorácico
5614,2020-05-04,1100005614,12345675614,Vinícius,41101227,Coluna Cervical Ou Dorsal Ou Lombar
5531,2020-06-05,1100005531,12345675531,Cristina,41101227,Coluna Cervical Ou Dorsal Ou Lombar
